Out_Date,Out_Day,Out_Weekday,Out_Month,out_Year,Out_Time,Out_Cities,Out_Airline,Return_Date,Return_Day,Return_Weekday,Return_Month,Return_Year,Return_Time,Return_Cities,Return_Airline,Out_Travel_Time,Return_Travel_Time,Out_Journey_Type,Return_Journey_Type,Out_Stop_Cities,Return_Stop_Cities,Price,timestamp,sort
9/1/2021,09,Saturday,January,2021,19:20–20:40,PNQ Lohegaon,GoFirst,9/2/2021,09,Tuesday,February,2021,05:50–07:30,NAG Dr.,GoFirst,1h 20m,1h 40m,direct,direct,0,0,6058,20211228-1432,fast
9/1/2021,09,Saturday,January,2021,07:25–08:55,PNQ Lohegaon,GoFirst,9/2/2021,09,Tuesday,February,2021,05:50–07:30,NAG Dr.,GoFirst,1h 30m,1h 40m,direct,direct,0,0,6058,20211228-1432,fast
9/1/2021,09,Saturday,January,2021,19:20–20:40,PNQ Lohegaon,GoFirst,9/2/2021,09,Tuesday,February,2021,12:40–13:50,NAG Dr.,IndiGo,1h 20m,1h 10m,direct,direct,0,0,6475,20211228-1432,fast
9/1/2021,09,Saturday,January,2021,07:25–08:55,PNQ Lohegaon,GoFirst,9/2/2021,09,Tuesday,February,2021,12:40–13:50,NAG Dr.,IndiGo,1h 30m,1h 10m,direct,direct,0,0,6475,20211228-1432,fast
9/1/2021,09,Saturday,January,2021,04:15–05:35,PNQ Lohegaon,IndiGo,9/2/2021,09,Tuesday,February,2021,21:10–22:20,NAG Dr.,GoFirst,1h 20m,1h 10m,direct,direct,0,0,6613,20211228-1432,fast
22/1/2021,22,Friday,January,2021,22:20–06:10,+1 PNQ,IndiGo,19/2/2021,19,Friday,February,2021,21:20–04:15,+1 CCU,IndiGo,7h 50m,6h 55m,1 stop,1 stop,BLR,BLR,8711,20211227-1915,Best
22/1/2021,22,Friday,January,2021,01:00–09:15,PNQ Lohegaon,IndiGo,19/2/2021,19,Friday,February,2021,21:20–04:15,+1 CCU,IndiGo,8h 15m,6h 55m,1 stop,1 stop,BLR,BLR,8711,20211227-1915,Best
22/1/2021,22,Friday,January,2021,22:20–06:10,+1 PNQ,IndiGo,19/2/2021,19,Friday,February,2021,16:45–00:45,+1 CCU,GoFirst,7h 50m,8h 00m,1 stop,1 stop,BLR,BLR,8732,20211227-1915,Best
22/1/2021,22,Friday,January,2021,01:00–09:15,PNQ Lohegaon,IndiGo,19/2/2021,19,Friday,February,2021,16:45–00:45,+1 CCU,GoFirst,8h 15m,8h 00m,1 stop,1 stop,BLR,BLR,8732,20211227-1915,Best
22/1/2021,22,Friday,January,2021,22:20–06:10,+1 PNQ,IndiGo,19/2/2021,19,Friday,February,2021,09:30–18:15,CCU Netaji,GoFirst,7h 50m,8h 45m,1 stop,1 stop,BLR,BLR,8732,20211227-1915,Best
22/1/2021,22,Friday,January,2021,01:00–09:15,PNQ Lohegaon,IndiGo,19/2/2021,19,Friday,February,2021,09:30–18:15,CCU Netaji,GoFirst,8h 15m,8h 45m,1 stop,1 stop,BLR,BLR,8732,20211227-1915,Best
22/1/2021,22,Friday,January,2021,22:20–06:10,+1 PNQ,IndiGo,19/2/2021,19,Friday,February,2021,09:30–20:15,CCU Netaji,GoFirst,7h 50m,10h 45m,1 stop,1 stop,BLR,BLR,8732,20211227-1915,Best
22/1/2021,22,Friday,January,2021,22:20–06:10,+1 PNQ,IndiGo,19/2/2021,19,Friday,February,2021,18:25–00:30,+1 CCU,IndiGo,7h 50m,6h 05m,1 stop,1 stop,BLR,BLR,8799,20211227-1915,Best
22/1/2021,22,Friday,January,2021,01:00–09:15,PNQ Lohegaon,IndiGo,19/2/2021,19,Friday,February,2021,18:25–00:30,+1 CCU,IndiGo,8h 15m,6h 05m,1 stop,1 stop,BLR,BLR,8799,20211227-1915,Best
22/1/2021,22,Friday,January,2021,22:20–06:10,+1 PNQ,IndiGo,19/2/2021,19,Friday,February,2021,23:35–06:45,+1 CCU,IndiGo,7h 50m,7h 10m,1 stop,1 stop,BLR,BLR,8799,20211227-1915,Best
22/1/2021,22,Friday,January,2021,01:00–09:15,PNQ Lohegaon,IndiGo,19/2/2021,19,Friday,February,2021,23:35–06:45,+1 CCU,IndiGo,8h 15m,7h 10m,1 stop,1 stop,BLR,BLR,8799,20211227-1915,Best
22/1/2021,22,Friday,January,2021,22:20–06:10,+1 PNQ,IndiGo,19/2/2021,19,Friday,February,2021,16:10–00:30,+1 CCU,IndiGo,7h 50m,8h 20m,1 stop,1 stop,BLR,BLR,8799,20211227-1915,Best
22/1/2021,22,Friday,January,2021,22:20–06:10,+1 PNQ,IndiGo,19/2/2021,19,Friday,February,2021,19:50–04:15,+1 CCU,IndiGo,7h 50m,8h 25m,1 stop,1 stop,BLR,BLR,8799,20211227-1915,Best
22/1/2021,22,Friday,January,2021,01:00–09:15,PNQ Lohegaon,IndiGo,19/2/2021,19,Friday,February,2021,16:10–00:30,+1 CCU,IndiGo,8h 15m,8h 20m,1 stop,1 stop,BLR,BLR,8799,20211227-1915,Best
22/1/2021,22,Friday,January,2021,01:00–09:15,PNQ Lohegaon,IndiGo,19/2/2021,19,Friday,February,2021,19:50–04:15,+1 CCU,IndiGo,8h 15m,8h 25m,1 stop,1 stop,BLR,BLR,8799,20211227-1915,Best
22/1/2021,22,Friday,January,2021,09:45–16:30,PNQ Lohegaon,GoFirst,19/2/2021,19,Friday,February,2021,22:40–01:05,+1 CCU,GoFirst,6h 45m,2h 25m,1 stop,direct,BLR,BLR,9937,20211227-1912,Cheap
22/1/2021,22,Friday,January,2021,19:05–23:10,PNQ Lohegaon,AirAsia India,19/2/2021,19,Friday,February,2021,22:40–01:05,+1 CCU,GoFirst,4h 05m,2h 25m,direct,direct,0,0,10108,20211227-1912,Cheap
22/1/2021,22,Friday,January,2021,22:20–06:10,+1 PNQ,IndiGo,19/2/2021,19,Friday,February,2021,21:20–04:15,+1 CCU,IndiGo,7h 50m,6h 55m,1 stop,1 stop,BLR,BLR,8711,20211227-1912,Cheap
22/1/2021,22,Friday,January,2021,19:05–23:10,PNQ Lohegaon,AirAsia India,19/2/2021,19,Friday,February,2021,16:55–21:35,CCU Netaji,AirAsia India,4h 05m,4h 40m,direct,direct,0,0,14905,20211227-1912,Cheap
22/1/2021,22,Friday,January,2021,01:35–04:00,PNQ Lohegaon,GoFirst,19/2/2021,19,Friday,February,2021,22:40–01:05,+1 CCU,GoFirst,2h 25m,2h 25m,direct,direct,0,0,15336,20211227-1912,Cheap
22/1/2021,22,Friday,January,2021,19:05–23:10,PNQ Lohegaon,AirAsia India,19/2/2021,19,Friday,February,2021,21:20–04:15,+1 CCU,IndiGo,4h 05m,6h 55m,direct,1 stop,0,0,9358,20211227-1912,Cheap
22/1/2021,22,Friday,January,2021,19:05–23:10,PNQ Lohegaon,AirAsia India,19/2/2021,19,Friday,February,2021,16:45–00:45,+1 CCU,GoFirst,4h 05m,8h 00m,direct,1 stop,0,0,9379,20211227-1912,Cheap
22/1/2021,22,Friday,January,2021,19:05–23:10,PNQ Lohegaon,AirAsia India,19/2/2021,19,Friday,February,2021,18:25–00:30,+1 CCU,IndiGo,4h 05m,6h 05m,direct,1 stop,0,0,9446,20211227-1912,Cheap
22/1/2021,22,Friday,January,2021,19:05–23:10,PNQ Lohegaon,AirAsia India,19/2/2021,19,Friday,February,2021,23:35–06:45,+1 CCU,IndiGo,4h 05m,7h 10m,direct,1 stop,0,0,9446,20211227-1912,Cheap
22/1/2021,22,Friday,January,2021,22:20–06:10,+1 PNQ,IndiGo,19/2/2021,19,Friday,February,2021,22:40–01:05,+1 CCU,GoFirst,7h 50m,2h 25m,1 stop,direct,BLR,BLR,9461,20211227-1912,Cheap
22/1/2021,22,Friday,January,2021,01:00–09:15,PNQ Lohegaon,IndiGo,19/2/2021,19,Friday,February,2021,22:40–01:05,+1 CCU,GoFirst,8h 15m,2h 25m,1 stop,direct,BLR,BLR,9461,20211227-1912,Cheap
22/1/2021,22,Friday,January,2021,19:05–23:10,PNQ Lohegaon,AirAsia India,19/2/2021,19,Friday,February,2021,14:30–20:15,CCU Netaji,GoFirst,4h 05m,5h 45m,direct,1 stop,0,0,9525,20211227-1912,Cheap
22/1/2021,22,Friday,January,2021,19:05–23:10,PNQ Lohegaon,AirAsia India,19/2/2021,19,Friday,February,2021,21:40–04:20,+1 CCU,IndiGo,4h 05m,6h 40m,direct,1 stop,0,0,9717,20211227-1912,Cheap
22/1/2021,22,Friday,January,2021,09:45–16:30,PNQ Lohegaon,GoFirst,19/2/2021,19,Friday,February,2021,22:40–01:05,+1 CCU,GoFirst,6h 45m,2h 25m,1 stop,direct,BLR,BLR,9937,20211227-1912,Cheap
22/1/2021,22,Friday,January,2021,19:05–23:10,PNQ Lohegaon,AirAsia India,19/2/2021,19,Friday,February,2021,18:40–00:10,+1 CCU,IndiGo,4h 05m,5h 30m,direct,1 stop,0,0,10075,20211227-1912,Cheap
22/1/2021,22,Friday,January,2021,06:40–11:00,PNQ Lohegaon,IndiGo,19/2/2021,19,Friday,February,2021,21:05–01:15,+1 CCU,IndiGo,4h 20m,4h 10m,direct,direct,0,0,18918,20211227-1912,Cheap
22/1/2021,22,Friday,January,2021,19:05–23:10,PNQ Lohegaon,AirAsia India,19/2/2021,19,Friday,February,2021,09:30–18:15,CCU Netaji,GoFirst,4h 05m,8h 45m,direct,1 stop,0,0,9379,20211227-1912,Cheap
22/1/2021,22,Friday,January,2021,09:45–16:30,PNQ Lohegaon,GoFirst,19/2/2021,19,Friday,February,2021,22:40–01:05,+1 CCU,GoFirst,6h 45m,2h 25m,1 stop,direct,BLR,BLR,9937,20211227-1918,fast
22/1/2021,22,Friday,January,2021,19:05–23:10,PNQ Lohegaon,AirAsia India,19/2/2021,19,Friday,February,2021,22:40–01:05,+1 CCU,GoFirst,4h 05m,2h 25m,direct,direct,0,0,10108,20211227-1918,fast
22/1/2021,22,Friday,January,2021,22:20–06:10,+1 PNQ,IndiGo,19/2/2021,19,Friday,February,2021,21:20–04:15,+1 CCU,IndiGo,7h 50m,6h 55m,1 stop,1 stop,BLR,BLR,8711,20211227-1918,fast
22/1/2021,22,Friday,January,2021,19:05–23:10,PNQ Lohegaon,AirAsia India,19/2/2021,19,Friday,February,2021,16:55–21:35,CCU Netaji,AirAsia India,4h 05m,4h 40m,direct,direct,0,0,14905,20211227-1918,fast
22/1/2021,22,Friday,January,2021,01:35–04:00,PNQ Lohegaon,GoFirst,19/2/2021,19,Friday,February,2021,22:40–01:05,+1 CCU,GoFirst,2h 25m,2h 25m,direct,direct,0,0,15336,20211227-1918,fast
22/1/2021,22,Friday,January,2021,19:05–23:10,PNQ Lohegaon,AirAsia India,19/2/2021,19,Friday,February,2021,21:20–04:15,+1 CCU,IndiGo,4h 05m,6h 55m,direct,1 stop,0,0,9358,20211227-1918,fast
22/1/2021,22,Friday,January,2021,19:05–23:10,PNQ Lohegaon,AirAsia India,19/2/2021,19,Friday,February,2021,16:45–00:45,+1 CCU,GoFirst,4h 05m,8h 00m,direct,1 stop,0,0,9379,20211227-1918,fast
22/1/2021,22,Friday,January,2021,19:05–23:10,PNQ Lohegaon,AirAsia India,19/2/2021,19,Friday,February,2021,18:25–00:30,+1 CCU,IndiGo,4h 05m,6h 05m,direct,1 stop,0,0,9446,20211227-1918,fast
22/1/2021,22,Friday,January,2021,19:05–23:10,PNQ Lohegaon,AirAsia India,19/2/2021,19,Friday,February,2021,23:35–06:45,+1 CCU,IndiGo,4h 05m,7h 10m,direct,1 stop,0,0,9446,20211227-1918,fast
22/1/2021,22,Friday,January,2021,22:20–06:10,+1 PNQ,IndiGo,19/2/2021,19,Friday,February,2021,22:40–01:05,+1 CCU,GoFirst,7h 50m,2h 25m,1 stop,direct,BLR,BLR,9461,20211227-1918,fast
22/1/2021,22,Friday,January,2021,01:00–09:15,PNQ Lohegaon,IndiGo,19/2/2021,19,Friday,February,2021,22:40–01:05,+1 CCU,GoFirst,8h 15m,2h 25m,1 stop,direct,BLR,BLR,9461,20211227-1918,fast
22/1/2021,22,Friday,January,2021,19:05–23:10,PNQ Lohegaon,AirAsia India,19/2/2021,19,Friday,February,2021,14:30–20:15,CCU Netaji,GoFirst,4h 05m,5h 45m,direct,1 stop,0,0,9525,20211227-1918,fast
22/1/2021,22,Friday,January,2021,19:05–23:10,PNQ Lohegaon,AirAsia India,19/2/2021,19,Friday,February,2021,21:40–04:20,+1 CCU,IndiGo,4h 05m,6h 40m,direct,1 stop,0,0,9717,20211227-1918,fast
22/1/2021,22,Friday,January,2021,09:45–16:30,PNQ Lohegaon,GoFirst,19/2/2021,19,Friday,February,2021,22:40–01:05,+1 CCU,GoFirst,6h 45m,2h 25m,1 stop,direct,BLR,BLR,9937,20211227-1918,fast
22/1/2021,22,Friday,January,2021,19:05–23:10,PNQ Lohegaon,AirAsia India,19/2/2021,19,Friday,February,2021,18:40–00:10,+1 CCU,IndiGo,4h 05m,5h 30m,direct,1 stop,0,0,10075,20211227-1918,fast
22/1/2021,22,Friday,January,2021,06:40–11:00,PNQ Lohegaon,IndiGo,19/2/2021,19,Friday,February,2021,21:05–01:15,+1 CCU,IndiGo,4h 20m,4h 10m,direct,direct,0,0,18918,20211227-1918,fast
22/1/2021,22,Friday,January,2021,19:05–23:10,PNQ Lohegaon,AirAsia India,19/2/2021,19,Friday,February,2021,09:30–18:15,CCU Netaji,GoFirst,4h 05m,8h 45m,direct,1 stop,0,0,9379,20211227-1918,fast
2/2/2021,02,Tuesday,February,2021,14:00–15:40,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,23:55–01:40,+1 NAG,IndiGo,1h 40m,1h 45m,direct,direct,0,0,5388,20211228-1452,Best
2/2/2021,02,Tuesday,February,2021,14:00–15:40,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,07:30–09:15,NAG Dr.,IndiGo,1h 40m,1h 45m,direct,direct,0,0,5388,20211228-1452,Best
2/2/2021,02,Tuesday,February,2021,05:15–07:00,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,07:30–09:15,NAG Dr.,IndiGo,1h 45m,1h 45m,direct,direct,0,0,5388,20211228-1452,Best
2/2/2021,02,Tuesday,February,2021,20:00–21:45,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,07:30–09:15,NAG Dr.,IndiGo,1h 45m,1h 45m,direct,direct,0,0,5388,20211228-1452,Best
2/2/2021,02,Tuesday,February,2021,20:00–21:45,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,23:55–01:40,+1 NAG,IndiGo,1h 45m,1h 45m,direct,direct,0,0,5388,20211228-1452,Best
2/2/2021,02,Tuesday,February,2021,21:40–23:25,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,07:30–09:15,NAG Dr.,IndiGo,1h 45m,1h 45m,direct,direct,0,0,5388,20211228-1452,Best
2/2/2021,02,Tuesday,February,2021,14:00–15:40,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,16:10–18:00,NAG Dr.,IndiGo,1h 40m,1h 50m,direct,direct,0,0,5388,20211228-1452,Best
2/2/2021,02,Tuesday,February,2021,10:25–12:10,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,07:30–09:15,NAG Dr.,IndiGo,1h 45m,1h 45m,direct,direct,0,0,5388,20211228-1452,Best
2/2/2021,02,Tuesday,February,2021,21:40–23:25,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,23:55–01:40,+1 NAG,IndiGo,1h 45m,1h 45m,direct,direct,0,0,5388,20211228-1452,Best
2/2/2021,02,Tuesday,February,2021,05:15–07:00,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,23:55–01:40,+1 NAG,IndiGo,1h 45m,1h 45m,direct,direct,0,0,5388,20211228-1452,Best
2/2/2021,02,Tuesday,February,2021,10:25–12:10,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,23:55–01:40,+1 NAG,IndiGo,1h 45m,1h 45m,direct,direct,0,0,5388,20211228-1452,Best
2/2/2021,02,Tuesday,February,2021,21:40–23:25,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,16:10–18:00,NAG Dr.,IndiGo,1h 45m,1h 50m,direct,direct,0,0,5388,20211228-1452,Best
2/2/2021,02,Tuesday,February,2021,14:00–15:40,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,13:35–15:30,NAG Dr.,IndiGo,1h 40m,1h 55m,direct,direct,0,0,5388,20211228-1452,Best
2/2/2021,02,Tuesday,February,2021,20:00–21:45,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,16:10–18:00,NAG Dr.,IndiGo,1h 45m,1h 50m,direct,direct,0,0,5388,20211228-1452,Best
2/2/2021,02,Tuesday,February,2021,05:15–07:00,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,16:10–18:00,NAG Dr.,IndiGo,1h 45m,1h 50m,direct,direct,0,0,5388,20211228-1452,Best
2/2/2021,02,Tuesday,February,2021,14:00–15:40,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,23:55–01:40,+1 NAG,IndiGo,1h 40m,1h 45m,direct,direct,0,0,5947,20211228-1450,Cheap
2/2/2021,02,Tuesday,February,2021,14:00–15:40,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,23:55–01:40,+1 NAG,IndiGo,1h 40m,1h 45m,direct,direct,0,0,5388,20211228-1450,Cheap
2/2/2021,02,Tuesday,February,2021,14:00–15:40,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,07:30–09:15,NAG Dr.,IndiGo,1h 40m,1h 45m,direct,direct,0,0,5388,20211228-1450,Cheap
2/2/2021,02,Tuesday,February,2021,05:15–07:00,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,07:30–09:15,NAG Dr.,IndiGo,1h 45m,1h 45m,direct,direct,0,0,5388,20211228-1450,Cheap
2/2/2021,02,Tuesday,February,2021,20:00–21:45,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,07:30–09:15,NAG Dr.,IndiGo,1h 45m,1h 45m,direct,direct,0,0,5388,20211228-1450,Cheap
2/2/2021,02,Tuesday,February,2021,20:00–21:45,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,23:55–01:40,+1 NAG,IndiGo,1h 45m,1h 45m,direct,direct,0,0,5388,20211228-1450,Cheap
2/2/2021,02,Tuesday,February,2021,21:40–23:25,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,07:30–09:15,NAG Dr.,IndiGo,1h 45m,1h 45m,direct,direct,0,0,5388,20211228-1450,Cheap
2/2/2021,02,Tuesday,February,2021,14:00–15:40,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,16:10–18:00,NAG Dr.,IndiGo,1h 40m,1h 50m,direct,direct,0,0,5388,20211228-1450,Cheap
2/2/2021,02,Tuesday,February,2021,10:25–12:10,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,07:30–09:15,NAG Dr.,IndiGo,1h 45m,1h 45m,direct,direct,0,0,5388,20211228-1450,Cheap
2/2/2021,02,Tuesday,February,2021,21:40–23:25,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,23:55–01:40,+1 NAG,IndiGo,1h 45m,1h 45m,direct,direct,0,0,5388,20211228-1450,Cheap
2/2/2021,02,Tuesday,February,2021,05:15–07:00,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,23:55–01:40,+1 NAG,IndiGo,1h 45m,1h 45m,direct,direct,0,0,5388,20211228-1450,Cheap
2/2/2021,02,Tuesday,February,2021,10:25–12:10,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,23:55–01:40,+1 NAG,IndiGo,1h 45m,1h 45m,direct,direct,0,0,5388,20211228-1450,Cheap
2/2/2021,02,Tuesday,February,2021,21:40–23:25,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,16:10–18:00,NAG Dr.,IndiGo,1h 45m,1h 50m,direct,direct,0,0,5388,20211228-1450,Cheap
2/2/2021,02,Tuesday,February,2021,14:00–15:40,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,13:35–15:30,NAG Dr.,IndiGo,1h 40m,1h 55m,direct,direct,0,0,5388,20211228-1450,Cheap
2/2/2021,02,Tuesday,February,2021,20:00–21:45,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,16:10–18:00,NAG Dr.,IndiGo,1h 45m,1h 50m,direct,direct,0,0,5388,20211228-1450,Cheap
2/2/2021,02,Tuesday,February,2021,05:15–07:00,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,16:10–18:00,NAG Dr.,IndiGo,1h 45m,1h 50m,direct,direct,0,0,5388,20211228-1450,Cheap
2/2/2021,02,Tuesday,February,2021,14:00–15:40,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,23:55–01:40,+1 NAG,IndiGo,1h 40m,1h 45m,direct,direct,0,0,5947,20211228-1455,fast
2/2/2021,02,Tuesday,February,2021,14:00–15:40,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,23:55–01:40,+1 NAG,IndiGo,1h 40m,1h 45m,direct,direct,0,0,5388,20211228-1455,fast
2/2/2021,02,Tuesday,February,2021,14:00–15:40,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,07:30–09:15,NAG Dr.,IndiGo,1h 40m,1h 45m,direct,direct,0,0,5388,20211228-1455,fast
2/2/2021,02,Tuesday,February,2021,05:15–07:00,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,07:30–09:15,NAG Dr.,IndiGo,1h 45m,1h 45m,direct,direct,0,0,5388,20211228-1455,fast
2/2/2021,02,Tuesday,February,2021,20:00–21:45,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,07:30–09:15,NAG Dr.,IndiGo,1h 45m,1h 45m,direct,direct,0,0,5388,20211228-1455,fast
2/2/2021,02,Tuesday,February,2021,20:00–21:45,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,23:55–01:40,+1 NAG,IndiGo,1h 45m,1h 45m,direct,direct,0,0,5388,20211228-1455,fast
2/2/2021,02,Tuesday,February,2021,21:40–23:25,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,07:30–09:15,NAG Dr.,IndiGo,1h 45m,1h 45m,direct,direct,0,0,5388,20211228-1455,fast
2/2/2021,02,Tuesday,February,2021,14:00–15:40,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,16:10–18:00,NAG Dr.,IndiGo,1h 40m,1h 50m,direct,direct,0,0,5388,20211228-1455,fast
2/2/2021,02,Tuesday,February,2021,10:25–12:10,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,07:30–09:15,NAG Dr.,IndiGo,1h 45m,1h 45m,direct,direct,0,0,5388,20211228-1455,fast
2/2/2021,02,Tuesday,February,2021,21:40–23:25,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,23:55–01:40,+1 NAG,IndiGo,1h 45m,1h 45m,direct,direct,0,0,5388,20211228-1455,fast
2/2/2021,02,Tuesday,February,2021,05:15–07:00,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,23:55–01:40,+1 NAG,IndiGo,1h 45m,1h 45m,direct,direct,0,0,5388,20211228-1455,fast
2/2/2021,02,Tuesday,February,2021,10:25–12:10,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,23:55–01:40,+1 NAG,IndiGo,1h 45m,1h 45m,direct,direct,0,0,5388,20211228-1455,fast
2/2/2021,02,Tuesday,February,2021,21:40–23:25,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,16:10–18:00,NAG Dr.,IndiGo,1h 45m,1h 50m,direct,direct,0,0,5388,20211228-1455,fast
2/2/2021,02,Tuesday,February,2021,14:00–15:40,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,13:35–15:30,NAG Dr.,IndiGo,1h 40m,1h 55m,direct,direct,0,0,5388,20211228-1455,fast
2/2/2021,02,Tuesday,February,2021,20:00–21:45,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,16:10–18:00,NAG Dr.,IndiGo,1h 45m,1h 50m,direct,direct,0,0,5388,20211228-1455,fast
2/2/2021,02,Tuesday,February,2021,05:15–07:00,DEL Indira,IndiGo,3/3/2021,03,Wednesday,March,2021,16:10–18:00,NAG Dr.,IndiGo,1h 45m,1h 50m,direct,direct,0,0,5388,20211228-1455,fast
13/1/2021,13,Wednesday,January,2021,07:30–09:40,DEL Indira,Vistara,21/2/2021,21,Sunday,February,2021,20:25–22:40,HYD Rajiv,IndiGo,2h 10m,2h 15m,direct,direct,0,0,5112,20211228-1543,Best
13/1/2021,13,Wednesday,January,2021,07:30–09:40,DEL Indira,Vistara,21/2/2021,21,Sunday,February,2021,21:30–23:45,HYD Rajiv,IndiGo,2h 10m,2h 15m,direct,direct,0,0,5112,20211228-1543,Best
13/1/2021,13,Wednesday,January,2021,07:30–09:40,DEL Indira,Vistara,21/2/2021,21,Sunday,February,2021,22:50–01:05,+1 HYD,IndiGo,2h 10m,2h 15m,direct,direct,0,0,5112,20211228-1543,Best
13/1/2021,13,Wednesday,January,2021,17:40–19:55,DEL Indira,Vistara,21/2/2021,21,Sunday,February,2021,22:50–01:05,+1 HYD,IndiGo,2h 15m,2h 15m,direct,direct,0,0,5112,20211228-1543,Best
13/1/2021,13,Wednesday,January,2021,17:40–19:55,DEL Indira,Vistara,21/2/2021,21,Sunday,February,2021,21:30–23:45,HYD Rajiv,IndiGo,2h 15m,2h 15m,direct,direct,0,0,5112,20211228-1543,Best
13/1/2021,13,Wednesday,January,2021,17:40–19:55,DEL Indira,Vistara,21/2/2021,21,Sunday,February,2021,20:25–22:40,HYD Rajiv,IndiGo,2h 15m,2h 15m,direct,direct,0,0,5112,20211228-1543,Best
13/1/2021,13,Wednesday,January,2021,20:35–22:55,DEL Indira,Vistara,21/2/2021,21,Sunday,February,2021,20:25–22:40,HYD Rajiv,IndiGo,2h 20m,2h 15m,direct,direct,0,0,5112,20211228-1543,Best
13/1/2021,13,Wednesday,January,2021,20:35–22:55,DEL Indira,Vistara,21/2/2021,21,Sunday,February,2021,21:30–23:45,HYD Rajiv,IndiGo,2h 20m,2h 15m,direct,direct,0,0,5112,20211228-1543,Best
13/1/2021,13,Wednesday,January,2021,20:35–22:55,DEL Indira,Vistara,21/2/2021,21,Sunday,February,2021,22:50–01:05,+1 HYD,IndiGo,2h 20m,2h 15m,direct,direct,0,0,5112,20211228-1543,Best
13/1/2021,13,Wednesday,January,2021,10:25–12:35,DEL Indira,Vistara,21/2/2021,21,Sunday,February,2021,06:50–09:00,HYD Rajiv,Vistara,2h 10m,2h 10m,direct,direct,0,0,5226,20211228-1543,Best
12/1/2021,12,Tuesday,January,2021,10:25–12:35,DEL Indira,Vistara,24/2/2021,24,Wednesday,February,2021,06:50–09:00,HYD Rajiv,Vistara,2h 10m,2h 10m,direct,direct,0,0,5226,20211228-1543,Best
12/1/2021,12,Tuesday,January,2021,07:30–09:40,DEL Indira,Vistara,24/2/2021,24,Wednesday,February,2021,06:50–09:00,HYD Rajiv,Vistara,2h 10m,2h 10m,direct,direct,0,0,5226,20211228-1543,Best
12/1/2021,12,Tuesday,January,2021,07:30–09:40,DEL Indira,Vistara,21/2/2021,21,Sunday,February,2021,06:50–09:00,HYD Rajiv,Vistara,2h 10m,2h 10m,direct,direct,0,0,5226,20211228-1543,Best
13/1/2021,13,Wednesday,January,2021,10:25–12:35,DEL Indira,Vistara,23/2/2021,23,Tuesday,February,2021,06:50–09:00,HYD Rajiv,Vistara,2h 10m,2h 10m,direct,direct,0,0,5226,20211228-1543,Best
